test_instance_evrp: 1, 206786.00, 206786.00, 1.00, subproblem = 1, timelimit = 1
test_instance_evrp: 6, 658306.00, 658306.00, 0.59, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 699041.00, 699041.00, 3.15, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 732228.00, 732228.00, 1.16, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 778609.00, 790539.50, 1.36, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 662883.00, 662883.00, 2.29, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 705363.00, 705518.00, 1.70, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 658921.00, 662833.00, 2.89, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 735666.00, 735666.00, 1.73, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 822354.00, 825980.00, 3.08, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 818253.00, 819107.50, 12.07, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 833321.00, 833321.00, 2.47, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 860265.00, 860265.00, 3.98, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 886590.00, 886778.00, 6.70, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 799961.00, 801673.50, 1.96, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 850295.00, 856480.50, 6.09, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 897251.00, 898918.50, 5.52, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 795701.00, 798081.00, 8.87, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 790181.00, 790420.50, 5.47, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 866070.00, 866621.50, 4.84, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 965868.00, 969836.50, 7.00, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 974859.00, 980124.00, 5.12, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1007949.00, 1007953.50, 3.99, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 870318.00, 879465.50, 4.60, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 967898.00, 972993.50, 5.64, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 975616.00, 975616.00, 5.03, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1022441.00, 1023608.50, 9.70, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 930569.00, 937880.00, 4.29, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 942195.00, 957263.00, 5.23, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1018822.00, 1020813.50, 5.85, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 877384.00, 877384.00, 5.18, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1038894.00, 1039231.50, 10.57, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1032540.00, 1035641.50, 14.34, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1037284.00, 1037284.00, 5.38, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1046180.00, 1047094.00, 11.74, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1136993.00, 1143624.00, 8.80, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1081692.00, 1082566.00, 14.73, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1097977.00, 1098491.00, 16.63, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1106516.00, 1106516.00, 6.35, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1084376.00, 1085185.00, 12.58, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 994083.00, 994083.00, 15.56, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1134796.00, 1135309.00, 9.62, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 965771.00, 966006.50, 15.40, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1118916.00, 1119300.00, 14.49, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1087152.00, 1089127.00, 23.55, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1139324.00, 1142396.00, 20.50, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1215903.00, 1217703.00, 14.67, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1138590.00, 1138590.00, 15.29, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1128821.00, 1129104.50, 16.41, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1208441.00, 1209404.00, 15.12, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1243776.00, 1244254.50, 25.04, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1176728.00, 1177311.00, 21.73, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1096503.00, 1097124.00, 20.35, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1203690.00, 1208195.00, 11.11, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1188940.00, 1190660.50, 8.68, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1133700.00, 1136907.50, 17.65, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1226303.00, 1226504.50, 18.31, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1322854.00, 1324179.00, 33.60, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1263389.00, 1287646.50, 31.43, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1186717.00, 1186717.00, 32.80, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1298004.00, 1304167.50, 49.18, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1298560.00, 1306887.00, 25.88, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1246659.00, 1255139.00, 19.88, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1170240.00, 1170253.00, 19.05, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1202812.00, 1202812.00, 12.70, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1108275.00, 1109275.50, 41.95, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1246176.00, 1246909.00, 16.50, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1212858.00, 1213941.50, 34.04, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1367145.00, 1367349.50, 52.41, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1382847.00, 1384328.00, 29.72, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1358698.00, 1362470.00, 38.55, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1329714.00, 1334078.50, 44.29, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1363679.00, 1373099.50, 26.06, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1317080.00, 1318991.00, 36.45, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1267026.00, 1269934.50, 27.27, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1324469.00, 1325621.50, 40.94, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1377588.00, 1377872.50, 54.98, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1342813.00, 1342813.00, 41.33, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1295055.00, 1298682.00, 40.34, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 302670.00, 302670.00, 0.06, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 314685.00, 314685.00, 0.10, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 358545.00, 358545.00, 0.17, subproblem = 1, timelimit = 630
test_instance_evrp: 2, 299400.00, 299400.00, 0.10, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 328966.00, 328966.00, 0.09, subproblem = 1, timelimit = 630
test_instance_evrp: 2, 228725.00, 228725.00, 0.06, subproblem = 1, timelimit = 630
test_instance_evrp: 2, 250508.00, 250508.00, 0.37, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 303848.00, 303848.00, 0.08, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 353032.00, 353032.00, 0.20, subproblem = 1, timelimit = 630
test_instance_evrp: 2, 302748.00, 302748.00, 0.05, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 289837.00, 289837.00, 0.03, subproblem = 1, timelimit = 630
test_instance_evrp: 2, 234844.00, 234844.00, 0.12, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 356457.00, 357757.00, 0.18, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 286064.00, 286064.00, 0.03, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 475062.00, 475062.00, 0.66, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 450864.00, 450864.00, 0.48, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 465477.00, 471156.50, 0.31, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 491784.00, 491784.00, 0.69, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 433217.00, 434319.50, 0.20, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 401733.00, 401733.00, 0.28, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 501372.00, 501372.00, 0.61, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 507319.00, 507319.00, 0.88, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 418549.00, 418549.00, 0.26, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 501995.00, 502019.50, 0.15, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 479616.00, 480691.00, 1.48, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 500530.00, 522216.50, 0.23, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 489547.00, 489547.00, 0.20, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 589968.00, 592566.50, 1.22, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 627982.00, 627982.00, 0.94, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 595487.00, 598668.50, 0.84, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 641498.00, 648477.50, 1.54, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 643570.00, 643570.00, 0.83, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 558419.00, 558419.00, 1.16, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 541245.00, 541245.00, 0.99, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 616481.00, 616481.00, 0.42, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 567406.00, 571021.50, 1.68, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 525414.00, 525414.00, 1.06, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 591281.00, 591281.00, 0.36, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 619648.00, 619648.00, 0.64, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 687296.00, 687296.00, 0.64, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 698260.00, 707781.50, 4.55, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 735676.00, 737623.00, 1.97, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 738717.00, 738717.00, 3.33, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 776468.00, 776468.00, 2.91, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 777846.00, 777846.00, 1.00, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 658306.00, 658306.00, 0.59, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 699041.00, 699041.00, 3.14, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 732228.00, 732228.00, 1.16, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 778609.00, 790539.50, 1.35, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 662883.00, 662883.00, 2.28, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 705363.00, 705518.00, 1.69, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 658921.00, 662833.00, 2.81, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 735666.00, 735666.00, 1.68, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 822354.00, 825980.00, 2.97, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 818253.00, 819107.50, 11.84, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 833321.00, 833321.00, 2.38, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 860265.00, 860265.00, 3.90, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 886590.00, 886778.00, 6.51, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 799961.00, 801673.50, 1.92, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 850295.00, 856480.50, 5.99, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 897251.00, 898918.50, 5.56, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 795701.00, 798081.00, 9.17, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 790181.00, 790420.50, 5.50, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 866070.00, 866621.50, 4.92, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 965868.00, 969836.50, 6.92, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 974859.00, 980124.00, 5.03, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1007949.00, 1007953.50, 3.95, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 870318.00, 879465.50, 4.53, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 967898.00, 972993.50, 5.58, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 975616.00, 975616.00, 5.00, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1022441.00, 1023608.50, 9.75, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 930569.00, 937880.00, 4.40, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 942195.00, 957263.00, 5.39, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1018822.00, 1020813.50, 6.02, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 877384.00, 877384.00, 5.38, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1038894.00, 1039231.50, 10.92, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1032540.00, 1035641.50, 14.35, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1037284.00, 1037284.00, 5.39, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1046180.00, 1047094.00, 11.75, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1136993.00, 1143624.00, 8.75, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1081692.00, 1082566.00, 14.79, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1097977.00, 1098491.00, 16.76, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1106516.00, 1106516.00, 6.36, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1084376.00, 1085185.00, 12.62, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 994083.00, 994083.00, 15.54, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1134796.00, 1135309.00, 9.63, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 965771.00, 966006.50, 15.42, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1118916.00, 1119300.00, 14.37, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1087152.00, 1089127.00, 23.31, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1139324.00, 1142396.00, 20.26, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1215903.00, 1217703.00, 14.47, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1138590.00, 1138590.00, 15.13, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1128821.00, 1129104.50, 16.16, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1208441.00, 1209404.00, 15.39, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1243776.00, 1244254.50, 24.73, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1176728.00, 1177311.00, 21.68, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1096503.00, 1097124.00, 20.19, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1203690.00, 1208195.00, 11.06, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1188940.00, 1190660.50, 8.69, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1133700.00, 1136907.50, 17.47, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1226303.00, 1226504.50, 18.29, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1322854.00, 1324179.00, 33.60, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1263389.00, 1287646.50, 31.17, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1186717.00, 1186717.00, 32.58, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1298004.00, 1304167.50, 49.06, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1298560.00, 1306887.00, 25.75, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1246659.00, 1255139.00, 19.69, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1170240.00, 1170253.00, 19.04, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1202812.00, 1202812.00, 12.74, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1108275.00, 1109275.50, 42.02, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1246176.00, 1246909.00, 16.55, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1212858.00, 1213941.50, 33.92, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1367145.00, 1367349.50, 51.38, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1382847.00, 1384328.00, 29.20, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1358698.00, 1362470.00, 37.60, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1329714.00, 1334078.50, 43.29, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1363679.00, 1373099.50, 26.10, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1317080.00, 1318991.00, 37.99, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1267026.00, 1269934.50, 27.31, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1324469.00, 1325621.50, 40.84, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1377588.00, 1377872.50, 55.55, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1342813.00, 1342813.00, 41.66, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1295055.00, 1298682.00, 40.80, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 302670.00, 302670.00, 0.06, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 314685.00, 314685.00, 0.10, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 358545.00, 358545.00, 0.17, subproblem = 1, timelimit = 630
test_instance_evrp: 2, 299400.00, 299400.00, 0.10, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 328966.00, 328966.00, 0.09, subproblem = 1, timelimit = 630
test_instance_evrp: 2, 228725.00, 228725.00, 0.06, subproblem = 1, timelimit = 630
test_instance_evrp: 2, 250508.00, 250508.00, 0.37, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 303848.00, 303848.00, 0.08, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 353032.00, 353032.00, 0.20, subproblem = 1, timelimit = 630
test_instance_evrp: 2, 302748.00, 302748.00, 0.05, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 289837.00, 289837.00, 0.03, subproblem = 1, timelimit = 630
test_instance_evrp: 2, 234844.00, 234844.00, 0.12, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 356457.00, 357757.00, 0.18, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 286064.00, 286064.00, 0.03, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 475062.00, 475062.00, 0.66, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 450864.00, 450864.00, 0.48, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 465477.00, 471156.50, 0.31, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 491784.00, 491784.00, 0.69, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 433217.00, 434319.50, 0.20, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 401733.00, 401733.00, 0.28, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 501372.00, 501372.00, 0.61, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 507319.00, 507319.00, 0.88, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 418549.00, 418549.00, 0.26, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 501995.00, 502019.50, 0.15, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 479616.00, 480691.00, 1.48, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 500530.00, 522216.50, 0.23, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 489547.00, 489547.00, 0.20, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 589968.00, 592566.50, 1.22, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 627982.00, 627982.00, 0.95, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 595487.00, 598668.50, 0.83, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 641498.00, 648477.50, 1.54, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 643570.00, 643570.00, 0.83, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 558419.00, 558419.00, 1.16, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 541245.00, 541245.00, 0.98, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 616481.00, 616481.00, 0.42, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 567406.00, 571021.50, 1.68, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 525414.00, 525414.00, 1.06, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 591281.00, 591281.00, 0.36, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 619648.00, 619648.00, 0.63, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 687296.00, 687296.00, 0.64, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 698260.00, 707781.50, 4.55, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 735676.00, 737623.00, 1.97, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 738717.00, 738717.00, 3.33, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 776468.00, 776468.00, 2.90, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 777846.00, 777846.00, 1.00, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 658306.00, 658306.00, 0.59, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 699041.00, 699041.00, 3.15, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 732228.00, 732228.00, 1.17, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 778609.00, 790539.50, 1.34, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 662883.00, 662883.00, 2.28, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 705363.00, 705518.00, 1.69, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 658921.00, 662833.00, 2.82, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 735666.00, 735666.00, 1.68, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 822354.00, 825980.00, 2.98, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 818253.00, 819107.50, 11.78, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 833321.00, 833321.00, 2.36, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 860265.00, 860265.00, 3.87, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 886590.00, 886778.00, 6.49, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 799961.00, 801673.50, 1.91, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 850295.00, 856480.50, 5.95, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 897251.00, 898918.50, 5.35, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 795701.00, 798081.00, 8.66, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 790181.00, 790420.50, 5.31, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 866070.00, 866621.50, 4.70, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 965868.00, 969836.50, 6.78, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 974859.00, 980124.00, 4.99, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1007949.00, 1007953.50, 3.89, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 870318.00, 879465.50, 4.43, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 967898.00, 972993.50, 5.45, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 975616.00, 975616.00, 4.89, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1022441.00, 1023608.50, 9.45, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 930569.00, 937880.00, 4.35, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 942195.00, 957263.00, 5.29, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1018822.00, 1020813.50, 5.92, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 877384.00, 877384.00, 5.25, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1038894.00, 1039231.50, 10.72, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1032540.00, 1035641.50, 14.27, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1037284.00, 1037284.00, 5.36, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1046180.00, 1047094.00, 11.79, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1136993.00, 1143624.00, 8.79, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1081692.00, 1082566.00, 14.71, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1097977.00, 1098491.00, 16.78, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1106516.00, 1106516.00, 6.35, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1084376.00, 1085185.00, 12.62, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 994083.00, 994083.00, 15.49, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1134796.00, 1135309.00, 9.64, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 965771.00, 966006.50, 15.36, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1118916.00, 1119300.00, 14.37, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1087152.00, 1089127.00, 23.28, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1139324.00, 1142396.00, 20.41, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1215903.00, 1217703.00, 14.47, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1138590.00, 1138590.00, 15.16, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1128821.00, 1129104.50, 16.26, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1208441.00, 1209404.00, 15.11, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1243776.00, 1244254.50, 24.65, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1176728.00, 1177311.00, 21.65, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1096503.00, 1097124.00, 20.09, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1203690.00, 1208195.00, 11.02, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1188940.00, 1190660.50, 8.73, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1133700.00, 1136907.50, 17.58, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1226303.00, 1226504.50, 18.10, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1322854.00, 1324179.00, 33.00, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1263389.00, 1287646.50, 30.90, subproblem = 1, timelimit = 630
